,id,tweet,label
32,1506215593850318849,@Crypto__emily I am holding #crypto #Elemon for my future wealth and change. I will average the price of #Elemon in the near future 🏆🏆🏆💸💸🚀🚀,
33,1506215591719362568,"Insights for Wealth Management Connect, enabling HK/Macau investors to buy products in China &amp; investors on mainland to access products in HK/Macau. #Avaloq GBA report notes high proportion of ultra high net worth investors aggressive risk takers, with appetite for #crypto &amp; #ESG",
34,1506215589982916608,Good morning #btc I'm watching $ALZN today from my $1.13 entry yesterday and some insider buying. Something is about go down soon.,
35,1506215502712295424,"From April this year, cryptocurrency gains will be taxed at 30% – which is the highest tax bracket, and the same rate as lottery winnings. This would apply to all “virtual digital assets,” right from #Bitcoin to #ETH and related earnings. @cryptocharts_M

#cryptocurrency
 😯📉",
36,1506215417421123585,@TheMoonCarl I am holding #crypto #Elemon for my future wealth and change. I will average the price of #Elemon in the near future 💸💸💸💎💎💎,
37,1506215046858248193,"Discord #mods usually fulfill a function of client relations and often they mod for many different projects, especially in the beginning 

Often #mods don’t even know is the #founder of the project is, they are there to help with technical issues and calm down fud

#devs #crypto",
38,1506215043909787651,"Bullish month close on Ethbtc could signal that 

All eyes on #btc 
Risk management is important 💯

#cryptotrading",
39,1506214181430771717,"The $THC from @ThetanArena is now at $0.01154 
📉 Is down -0.757% compare to 1 hour ago
📉 And is down -2.171% compare to 1 week ago
 #BTC #ETH #SLP #THC",
40,1506213975670902785,"#Crypto is part of the proxy war. Fifth column stuff. Trojan Horse. 

It will make cultures who adopt it look very bad and unstable.",
41,1506213754815537152,"📉#BTC | Decreasing 2.3%
Average price for the last hour: BTCUSDT - 42556.73",
42,1506213710020243462,@100bviking That is so much utilities for a project of our age slow down team. I don't want to see #Floki flipping #BTC that soon😉,
43,1506213189855625221,"From April this year, cryptocurrency gains will be taxed at 30% – which is the highest tax bracket, and the same rate as lottery winnings. This would apply to all “virtual digital assets,” right from #Bitcoin to #ETH and related earnings. @cryptocharts_M

#cryptocurrency
 📉🙏",
44,1506213026541805573,"@Bitboy_Crypto Choosing the right investment strategy can reduce your risk and
make the most of your money. I have made over 2.3 #BTC profit this year regardless the market condition not just by buying the dip but understanding &amp; implementing trade with signals supplied by @Stella_Olsen1",
45,1506212856177786880,"From April this year, cryptocurrency gains will be taxed at 30% – which is the highest tax bracket, and the same rate as lottery winnings. This would apply to all “virtual digital assets,” right from #Bitcoin to #ETH and related earnings. @cryptocharts_M

#cryptocurrency
😍📉",
46,1506212842663514118,"@MartiniGuyYT Choosing the right investment strategy can reduce your risk and
make the most of your money. I have made over 2.3 #BTC profit this year regardless the market condition not just by buying the dip but understanding &amp; implementing trade with signals supplied by @Stella_Olsen1",
47,1506212831255212032,"From April this year, cryptocurrency gains will be taxed at 30% – which is the highest tax bracket, and the same rate as lottery winnings. This would apply to all “virtual digital assets,” right from #Bitcoin to #ETH and related earnings. @cryptocharts_M

#cryptocurrency
📉✉️",
48,1506212616976355333,"@rovercrc Choosing the right investment strategy can reduce your risk and
make the most of your money. I have made over 2.3 #BTC profit this year regardless the market condition not just by buying the dip but understanding &amp; implementing trade with signals supplied by @Stella_Olsen1",
49,1506212547892224000,"From April this year, cryptocurrency gains will be taxed at 30% – which is the highest tax bracket, and the same rate as lottery winnings. This would apply to all “virtual digital assets,” right from #Bitcoin to #ETH and related earnings. @cryptocharts_M

#cryptocurrency
🌍📉",
50,1506212417285627906,"@cz_binance Choosing the right investment strategy can reduce your risk and
make the most of your money. I have made over 2.3 #BTC profit this year regardless the market condition not just by buying the dip but understanding &amp; implementing trade with signals supplied by @Stella_Olsen1",
51,1506212234032140292,"@kucoincom I will buy the public sale, I really bullist. Just saw that is partnered with #Elemon I will be buying more when the price a little down in the market @ElemonGame #crypto",
52,1506212090042028032,"From April this year, cryptocurrency gains will be taxed at 30% – which is the highest tax bracket, and the same rate as lottery winnings. This would apply to all “virtual digital assets,” right from #Bitcoin to #ETH and related earnings. @cryptocharts_M

#cryptocurrency
💪📉",
53,1506211583143428096,"🔔📉 $XRP is DOWN -1.18% over the last hour to $0.84 
 🕓 22-03-22 | 10:09 GMT",
54,1506211550339772420,Love when a token has 14 zeros and some people are like wait for a dip or I bought in late. It has 14 zeros you’re early!! Just buy and hodl! #crypto #memecoin,
55,1506211423646789633,"Rule #1: HODL

Try not to spend or sell your #crypto because the upside is so great. If you must, try only using the crypto interest you earn from your POKKET savings account.

Earn up to 30.00% (APY) on your #cryptocurrencies

#passiveincome #earn #MoreInYourPokket",
56,1506211391874740224,"🕵🚀💸 Tue, 22 Mar 2022 10:09:14 GMT - TOP 10 - $BTC: $42,476.00 -0.14% | $ETH: $3,004.40 -0.28% | $USDT: $1.00 -0.14% | $BNB: $404.80 -0.33% | $USDC: $1.00 -0.04% | $XRP: $0.84 -0.4% | $LUNA: $93.02 -1.15% | $SOL: $90.59 -0.44% | $ADA: $0.94 +0.06% | $AVAX: $88.02 -0.81% |",
57,1506210557711380483,"# HODL XRP (ripple) Under value #

Yes, XRP will hit $20.00 right after the day the Ripple lawsuit ended. And yes, by HODL 500 XRP in 2024, you are a member of the XRP Millionaire Club! 

Don't give up your goal. Be patience come with rewards",
58,1506210238218870785,"@JakeGagain Choosing the right investment strategy can reduce your risk and
make the most of your money. I have made over 2.3 #BTC profit this year regardless the market condition not just by buying the dip but understanding &amp; implementing trade with signals supplied by @Stella_Olsen1",
59,1506209691197661185,"Biggest losers this past hour 📉 (follow for hourly updates)
$MBL ➡️ -5.83%
$BICO ➡️ -2.78%
$ACM ➡️ -2.74%
$WIN ➡️ -2.69%
$JASMY ➡️ -2.61%
(22/03/2022 @ 10:00am GMT)
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
60,1506209690849619973,@dm_xrp @NiceGuyEddie100 @diboxide @JohnnySwish4 @holliepierce @Demonpudding777 @JeannePancurak @Chris_1791 @nypost Yeah let's justify the trump family stealing from CHILDREN WITH CANCER because Kamala is bad. Yup it makes sense,
61,1506209680493797376,"Strongest #MACD #sellsignals this hour 📉 (follow for hourly updates)
$BICO ➡️ -0.122 %
$WAVES ➡️ -0.018 %
EMA12 crossed below EMA26 (difference / close price in %) 22/03/2022 @ 10:00am GMT
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
62,1506209636625571843,"@Gemini Choosing the right investment strategy can reduce your risk and
make the most of your money. I have made over 2.3 #BTC profit this year regardless the market condition not just by buying the dip but understanding &amp; implementing trade with signals supplied by @Stella_Olsen1",
63,1506209375769309188,"@BitcoinMagazine Choosing the right investment strategy can reduce your risk and
make the most of your money. I have made over 2.3 #BTC profit this year regardless the market condition not just by buying the dip but understanding &amp; implementing trade with signals supplied by @Stella_Olsen1",
64,1506209173570301952,"@cz_binance Choosing the right investment strategy can reduce your risk and
make the most of your money. I have made over 2.3 #BTC profit this year regardless the market condition not just by buying the dip but understanding &amp; implementing trade with signals supplied by @Stella_Olsen1",
65,1506208512107548676,"@TheCryptoLark Choosing the right investment strategy can reduce your risk and
make the most of your money. I have made over 2.3 #BTC profit this year regardless the market condition not just by buying the dip but understanding &amp; implementing trade with signals supplied by @Stella_Olsen1",
66,1506207983545597952,"@rovercrc Choosing the right investment strategy can reduce your risk and
make the most of your money. I have made over 2.3 #BTC profit this year regardless the market condition not just by buying the dip but understanding &amp; implementing trade with signals supplied by @Stella_Olsen1",
67,1506206779050446851,@easyeight08 Sorry my english is bad as is your knowledge of XRP.,
68,1506206499525201921,@BSCGems100 I am very happy with this great achievement of #ETH &amp; #BNB they are touching the sky... And people earns so much profit with this ...💸😍,
69,1506206162328461313,"📉#BTC | Decreasing 2.31%
Average price for the last hour: BTCUSDT - 42509.5571",
70,1506205816340324357,It's sad that many people still think #Bitcoin is a scam and #crypto is just a fad... No matter how much I explain or send them my video explainers they still aren't willing to be open minded.,
71,1506205803778539520,@Altcoin_Mark My life 🧬 is much better with this awesome market..😌😍  and my profit is obvious when I invest ....🤑💸 With my some #100xgem #BTC #ETH #BNB,
72,1506205724220837895,The #bitcoin #Coinbase order book is being played by orders of 10 #btc at a time to push the price down ... being sandwiched by orders of 50-60 #btc,
73,1506205716582998020,"Top 5 #crypto prices with 24h change:

#BTC #ETH #BNB #XRP #LUNA 

🟢 $BTC $42493.92 (2.93%)
🟢 $ETH $3009.2 (3.61%)
🟢 $BNB $405.4 (2.87%)
🟢 $XRP $0.8447 (3.98%)
🔴 $LUNA $93.05 (-3.13%)

Do you #hodl any of these coins?",
74,1506205496101023744,"2/
Bear case: One argues that current political situation isn't great and market is definitely risk-off. Also #ETH price is at a resistance confluence level. HTF points down

Bull case: Rumours of #Eth2 and lessened WW3 FUD, plus $ETH looking stronger vs BTC on the last few days",
75,1506205129019727879,"@MrBigWhaleREAL The only one that is worth buying and HODL is #EGLD⚡. Best fundamentals and best attributes #scarcity, #scalability, #speed, #security and has low fees. Compare it with #eth, #luna, #sol and will see the difference. #EGLD ⚡will go parabolic! And had no marketing so far...",
76,1506204219384254464,@hummingio I definitely had a few but that was before I knew better. Aka PAC was my biggest loser but it could’ve been wayyyyy worse lol xrp was another but not so bad cause I still made a decent amount of money in it. Ohm and the other DAO’s were my other losers. That’s all though.,
77,1506204126924914693,"@TheDustyBC Uhhh make me happy ,got 1200xrp and I m buying from October 🤦‍♂️, I don’t pay my rent to buy xrp 😂💸💸💸",
78,1506203555866234882,"@evan_van_ness 😂🤣🤡

#ETH will crash when staking unlocks",
79,1506203308825923588,"Which of these #altcoins can you HODL comfortably for 5 years 💎🤲🏻
   
#Cardano 
#Solana    
#Polygon 
#BNB     
#NFTBOOKS 
#KISHU 
#XRP 
#TEZOS    
#SHIB 
#SAITAMA
#KASTA⚡️
#LUNA
#FEG
#MONSTA 
#MANA
#ETH
#XRP 👀
#SHINJA
#BabyDoge
#_______

Let everyone know in the comments👀",
80,1506203201044983812,"Ether is back to $3k being down for almost a month. (📈4.1% )

#ethereum #cryptocurrencies #crypto #blockchains #ETH  #BULLISH #btc #UAE #Dubai #MENA #CryptoNews #cryptotrading",
81,1506202334514274304,@rovercrc I have a question I'm hoping someone can answer. What will the final stages of bitcoin adoption look like? Right now it's a tentative trickle of adoption but it's going to be exponential. When do we stop thinking of BTC in terms of its $ price? #bitcoinprice #crypto #HODL,
82,1506202059057496066,@rabiul143143 The #cryptocurrency and the market are so bad because of the ongoing war between Russia and Ukraine,
83,1506201962181799938,"#talks

🎯eli
cryptoEliZ:
RISK OGN LONG 0.671 stop 0.662 only1% stop &lt;@
Telegram Channel = Crypto Robot Signals
#Cardano  #ADA #ApeCoin  #APE #Bitcoin  #BTC #MovieBloc  #MBL #AltSwitch  #ALTS",
84,1506201771542261761,"As one of the young, dynamic and powerful institutions of the Capital Markets, we offer the most appropriate investment strategies and alternatives to our customers' expectations and risk tolerance. #btc",
85,1506201707587547137,"The $SLP from @AxieInfinity is now at $0.01796 
📉 Is down -0.789% compare to 1 hour ago
📈 and is up 12.503% compare to 1 week ago
 #BTC #ETH #SLP",
86,1506201635839787010,"Top 5 #crypto losers in the past 24 hours 

 $Doge Rise Up, Lost: 🔽86.97% 

$Web , Lost: 🔽81.77% 

$Revolotto, Lost: 🔽64.71% 

$BackstabDoge, Lost: 🔽58.57% 

$SpaceMeta, Lost: 🔽53.61% 

 Sell(like) HODL(retweet)",
87,1506200817476460552,"Hey #traders 

Have a great risk reward trading day ahead.
#forex #crypto #Commodities #traders #trading",
88,1506200378844618754,@TheDustyBC 1000 xrp would be life changing for me would hodl it as long as it took,
89,1506199755608707075,"@Cryptoking Yes, making a lot of $ doesn't mean getting rich
it's important to think abt how to do it regularly and how to save capital+increase it
I chose @kyberdyne as the easiest way to earn #crypto while having fun playing the incredible FREE #p2e DBG with nfts on the metaverse
hodl $KBD",
90,1506199418952847360,@AltcoinWorldcom i really believe in $MANA token of #decentraland. Due to getting listed and #mojitoswap and having a #staking feature. partnered with $MJT $COOHA $SAND token. some big #altcoins in the #cryptocurrency industry. $CASH #ToTheMoon #BULLISH 👀💸💸💸🚀🚀,
91,1506199087791624194,"The $THC from @ThetanArena is now at $0.01163 
📈 Is up 0.823% compare to 1 hour ago
📉 and is down -1.445% compare to 1 week ago
 #BTC #ETH #SLP #THC",
92,1506198819666505732,💸 Earn free #BTC and multiply crypto up to 15% monthly with @betfury BOXes 📦 Enjoy the easy way to get cryptocurrency! Real rewards every 20 min 💥 📈 Referral Bonuses 35% #betfurysuccess,
93,1506197691331719171,@cryptoassetsguy Wait for a dip and put them straight back into $XRP then HODL for another 5 years,
94,1506197389073424388,💸 Earn free #BTC and multiply crypto up to 15% monthly with @betfury BOXes 📦 Enjoy the easy way to get cryptocurrency! Real rewards every 20 min 💥 📈 Referral Bonuses 35% #betfurysuccess,
95,1506197343380832258,"@dlove5000 XRP and ETH, and every pre-mined coin, is a security.

And they all are going to shut down soon.",
96,1506196986428489732,"Which #altcoin will do 50x this month?📈
#crypto life #hodl
Shill me",
97,1506196302815711236,"@YugJain29403253 @rovercrc Fella, I'm experienced to know that something wasn't right when the price of #btc could break weak support at $40.7k - So I closed my trade in advance. I still made profits, but not as much as I was expecting. Once I'm open, I always monitor &amp; mange my risk accordingly ✌️",
98,1506196291893747712,"🕵🚀💸 Tue, 22 Mar 2022 09:09:14 GMT - TOP 10 - $BTC: $42,536.00 +0.75% | $ETH: $3,012.95 +0.68% | $USDT: $1.00 +0.1% | $BNB: $406.15 +0.54% | $USDC: $1.00 +0.03% | $XRP: $0.85 +0.03% | $LUNA: $94.10 +0.58% | $SOL: $90.99 +0.78% | $ADA: $0.94 +0.54% | $AVAX: $88.74 +0.77% |",
99,1506195185083973632,@altcryptocom $MANA staking is available on #mojitoswap and can be paired to $COOHA $MJT $SAND token. this #Altcoins is very amazing!! #Staking #cryptocurrency #NFTs #ToTheMoon 👀💸👀👀🚀🚀,
